City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,maceio,-9.6658,-35.7353,85.44,70,40,17.27,BR,1701542014
366,fortuna,40.5982,-124.1573,53.35,96,100,13.8,US,1701542182
367,kulhudhuffushi,6.6221,73.07,82.35,76,44,4.63,MV,1701542183
368,obo,5.3998,26.4869,74.3,77,94,2.84,CF,1701542183
369,kargil,34.5667,76.1,24.3,50,99,2.55,IN,1701542185
370,kavaratti,10.5669,72.642,83.68,73,11,8.81,IN,1701542186
371,freetown,8.484,-13.2299,83.91,79,40,12.66,SL,1701541961
372,cheongsong gun,36.4335,129.057,33.64,90,46,10.42,KR,1701542187
373,shillong,25.5689,91.8831,53.4,77,100,1.3,IN,1701542188
374,cajuru,-21.2753,-47.3042,93.2,28,20,2.04,BR,1701542189
375,sitka,57.0531,-135.33,37.29,75,40,0.0,US,1701542190
376,burao,9.5221,45.5336,65.39,65,100,7.31,SO,1701542191
377,kangding,30.0513,101.9603,38.62,87,40,2.06,CN,1701542192
378,lihue,21.9789,-159.3672,73.45,87,0,6.91,US,1701542193
379,mahina,-17.5065,-149.489,85.77,62,75,6.91,PF,1701542123
380,nar'yan-mar,67.6713,53.087,20.1,96,100,5.01,RU,1701542195
381,puerto madero,14.7208,-92.4215,91.6,52,20,0.0,MX,1701542196
382,labrador city,52.9463,-66.9114,10.31,72,0,3.44,CA,1701542197
383,socorro,31.6546,-106.3033,53.51,43,0,6.91,US,1701541925
384,brisas de zicatela,15.8369,-97.0419,90.12,55,20,5.75,MX,1701542198
385,vadso,70.0744,29.7487,32.16,100,75,10.36,NO,1701542199
386,adam,22.3756,57.5233,73.2,57,100,10.83,OM,1701542200
387,kabwe,-14.4469,28.4464,71.08,62,55,4.72,ZM,1701542201
388,frolovo,49.7713,43.6622,31.39,78,100,4.68,RU,1701542202
389,nichinan,31.6,131.3667,44.28,63,3,7.94,JP,1701542203
390,santa elena de uairen,4.6167,-61.1333,83.12,44,100,2.71,VE,1701542204
391,siwa oasis,29.2041,25.5195,63.09,55,44,3.98,EG,1701542205
392,sur,22.5667,59.5289,75.0,64,0,2.73,OM,1701542035
393,huron,41.1501,-82.5499,51.58,87,100,4.32,US,1701542207
394,chapaev,50.2,51.1667,30.97,79,98,10.67,KZ,1701542208
395,remire-montjoly,4.9167,-52.2667,89.64,55,0,11.5,GF,1701542208
396,barakani,-12.1356,44.4317,80.37,76,100,3.51,KM,1701542209
397,estevan,49.1334,-102.9842,35.22,64,0,12.66,CA,1701542040
398,priozersk,61.0393,30.1291,19.99,85,98,4.23,RU,1701542211
399,yelizovo,53.1873,158.3805,18.81,72,0,7.0,RU,1701542213
400,coruripe,-10.1256,-36.1756,82.27,70,43,16.15,BR,1701542213
401,merritt island,28.5392,-80.672,87.1,74,40,8.05,US,1701542214
402,taro,-8.3862,115.28,71.6,93,100,0.29,ID,1701542215
403,kataysk,56.289,62.5841,24.13,96,100,13.15,RU,1701542216
404,east london,-33.0153,27.9116,67.14,88,40,2.3,ZA,1701541951
405,reggane,26.7158,0.1714,72.3,11,91,6.29,DZ,1701542219
406,prince george,53.9166,-122.753,32.25,92,100,12.66,CA,1701542008
407,kolonia,50.9333,6.95,32.97,77,75,5.75,DE,1701542220
408,dryden,49.7833,-92.7503,26.89,74,100,8.05,CA,1701542221
409,tazovsky,67.4667,78.7,-17.18,94,6,9.8,RU,1701542222
410,kone,-21.0595,164.8658,74.34,83,4,3.27,NC,1701542223
411,mtambile,-5.3833,39.7,80.24,85,28,8.72,TZ,1701542224
412,belyy yar,53.6039,91.3903,31.89,80,0,11.18,RU,1701542225
413,yokadouma,3.5167,15.05,70.97,97,100,2.08,CM,1701542226
414,tahe,52.3333,124.7333,9.77,85,100,2.86,CN,1701542227
415,swift current,50.2834,-107.8014,32.81,59,0,16.11,CA,1701542227
416,banes,20.9625,-75.7186,83.57,66,100,16.37,CU,1701542228
417,veinticinco de mayo,-35.4323,-60.1727,89.98,39,0,3.0,AR,1701542229
418,kisangani,0.5167,25.2,72.05,97,100,0.38,CD,1701542230
419,springs,-26.25,28.4,79.43,57,4,1.63,ZA,1701542231
420,ilabaya,-17.4208,-70.5133,78.49,30,41,11.52,PE,1701542232
421,pueblo nuevo,23.3833,-105.3833,63.54,41,100,5.26,MX,1701542233
422,antsiranana,-12.2787,49.2917,79.16,82,6,1.99,MG,1701542234
423,dunedin,-45.8742,170.5036,60.8,79,100,8.99,NZ,1701542205
424,pindushi,62.9152,34.58,13.05,97,100,1.16,RU,1701542236
425,sain alto,23.5833,-103.25,65.97,31,100,12.12,MX,1701542237
426,qobustan,40.0824,49.412,56.59,74,7,10.47,AZ,1701542238
427,winnemucca,40.973,-117.7357,41.05,65,100,12.66,US,1701542238
428,galle,6.0367,80.217,80.04,87,100,10.4,LK,1701542239
429,posto fiscal rolim de moura,-13.0833,-62.2667,89.73,51,98,1.99,BR,1701542240
430,ankang,32.68,109.0172,46.78,67,93,1.52,CN,1701542241
431,mili,6.0815,171.735,81.21,81,100,19.24,MH,1701542242
432,lander,42.833,-108.7307,34.39,59,0,0.0,US,1701542243
433,ranchettes,41.2186,-104.7903,31.84,57,0,31.07,US,1701542244
434,kidatu,-7.6992,36.9572,74.8,89,78,2.86,TZ,1701542244
435,manhattan,40.7834,-73.9662,60.42,76,0,8.05,US,1701542109
436,kimbe,-5.5502,150.1429,75.02,92,97,3.87,PG,1701542246
437,luxor,25.6989,32.6421,71.1,26,0,6.24,EG,1701542126
438,nagqu,31.5,92.0,16.52,51,69,2.8,CN,1701542248
439,san miguel,13.4833,-88.1833,92.86,40,0,4.61,SV,1701542249
440,chibougamau,49.9168,-74.3659,11.82,92,0,2.3,CA,1701542250
441,sudak,44.85,34.9667,54.84,90,26,14.05,UA,1701542251
442,nykvarn,59.8,18.3,23.83,96,95,6.93,SE,1701542252
443,peace river,56.2501,-117.286,17.91,86,100,0.0,CA,1701542253
444,greenland,43.0362,-70.8328,50.41,87,100,6.91,US,1701542254
445,dalandzadgad,43.5708,104.425,23.13,46,99,7.07,MN,1701542254
446,dingcheng,32.1272,115.0394,44.29,52,94,2.71,CN,1701542255
447,visby,57.6409,18.296,30.42,80,100,3.44,SE,1701542256
448,tangalle,6.024,80.7911,78.96,92,79,10.42,LK,1701542257
449,mil'kovo,55.6078,37.7956,23.49,98,94,3.15,RU,1701542258
450,mormugao,15.4,73.8,79.86,78,20,8.05,IN,1701542067
451,ain sefra,32.75,-0.5833,49.44,60,5,5.99,DZ,1701542259
452,hirara,24.8,125.2833,70.07,73,100,11.5,JP,1701542260
453,laojunmiao,39.8333,97.7333,27.1,24,29,1.23,CN,1701542261
454,chake chake,-5.2459,39.7666,79.39,87,20,7.54,TZ,1701542262
455,pueblo,38.2545,-104.6091,47.16,29,0,23.02,US,1701542262
456,tabuk,17.4189,121.4443,72.59,91,68,3.98,PH,1701542263
457,acarau,-2.8856,-40.12,84.54,62,9,17.18,BR,1701542264
458,maharajganj,27.1333,83.5667,65.5,56,0,3.87,IN,1701542265
459,tindouf,27.6711,-8.1474,72.05,40,0,12.66,DZ,1701542266
460,steinbach,50.1667,8.5667,31.17,74,75,8.05,DE,1701542267
461,mineros,-17.1167,-63.2333,92.75,42,98,11.5,BO,1701542268
462,pianillo,40.8317,14.5333,59.49,90,7,12.21,IT,1701542268
463,abepura,-2.6333,140.5833,74.21,94,20,1.14,ID,1701542269
464,nishinoomote,30.7333,131.0,55.67,65,100,21.83,JP,1701542270
465,alto barinas,8.5931,-70.2261,91.26,38,100,6.87,VE,1701542271
466,torres,-29.3353,-49.7269,92.86,93,96,3.65,BR,1701542272
467,'ain benian,36.8028,2.9219,59.05,55,100,15.39,DZ,1701542273
468,tuscumbia,34.7312,-87.7025,64.65,93,100,0.0,US,1701542274
469,acapetahua,15.2833,-92.7,88.86,52,13,6.42,MX,1701542274
470,linqiong,30.4159,103.4609,49.82,80,98,1.59,CN,1701542275
471,nantucket,41.2835,-70.0995,52.14,94,100,15.59,US,1701542276
472,levuka,50.1834,-105.4011,31.82,52,5,11.23,CA,1701542277
473,argo,37.6333,22.7333,59.79,78,100,3.96,GR,1701542278
474,ust'-ilimsk,58.0006,102.6619,23.83,94,100,7.29,RU,1701542278
475,san andres,12.5847,-81.7006,87.82,70,20,10.36,CO,1701541980
476,cidreira,-30.1811,-50.2056,73.22,95,100,7.18,BR,1701542280
477,howrah,22.5892,88.3103,73.4,73,40,5.75,IN,1701542281
478,halifax,44.6453,-63.5724,46.51,95,100,5.75,CA,1701542269
479,north battleford,52.7834,-108.2847,14.09,85,100,3.44,CA,1701542283
480,severo-yeniseyskiy,60.3725,93.0408,11.57,95,100,7.0,RU,1701542284
481,miramichi,47.0043,-65.4654,34.47,98,100,8.66,CA,1701542284
482,ladnun,27.65,74.3833,64.45,53,0,8.84,IN,1701542285
483,bochum,51.4833,7.2167,32.95,76,98,3.0,DE,1701542056
484,chipinge,-20.1883,32.6236,63.19,52,0,6.42,ZW,1701542292
485,parkes,-33.1333,148.1833,56.35,73,0,2.66,AU,1701542293
486,forster,-32.1667,152.5167,62.29,100,1,4.61,AU,1701542294
487,bagan,54.1001,77.6646,30.54,83,100,13.56,RU,1701542294
488,bahia honda,22.9036,-83.1592,85.71,61,86,7.7,CU,1701542295
489,allapalli,19.4167,80.0667,69.53,58,91,3.27,IN,1701542297
490,dhromolaxia,34.8755,33.5868,63.72,79,0,5.75,CY,1701542298
491,barra do garcas,-15.89,-52.2567,88.38,70,75,11.5,BR,1701542165
492,tevriz,57.509,72.4042,13.01,95,100,6.13,RU,1701542299
493,lundazi,-12.2929,33.1782,67.33,86,0,5.19,ZM,1701542300
494,dumbrava rosie,46.8833,26.4333,50.76,72,100,5.19,RO,1701542301
495,kuhmo,64.1333,29.5167,16.52,96,100,4.34,FI,1701542302
496,sabzevar,36.2126,57.6819,51.82,41,0,2.71,IR,1701542303
497,port augusta,-32.5,137.7667,61.14,67,0,6.13,AU,1701542304
498,sydney,-33.8679,151.2073,61.9,92,10,6.91,AU,1701542265
499,ulsteinvik,62.3432,5.8487,33.75,76,99,5.99,NO,1701542306
500,el calafate,-50.3408,-72.2768,48.13,48,39,24.02,AR,1701542307
501,annaba,36.9,7.7667,58.96,67,40,3.44,DZ,1701542308
502,kargasok,59.0556,80.8572,10.49,97,100,4.88,RU,1701542309
503,as sulayyil,20.4607,45.5779,70.05,33,0,8.9,SA,1701542310
504,carinhanha,-14.3047,-43.765,97.02,24,95,9.98,BR,1701542311
505,kolondieba,11.0882,-6.8926,89.26,22,82,4.59,ML,1701542312
506,northam,51.0333,-4.2167,42.26,83,100,17.36,GB,1701542313
507,tual,-5.6667,132.75,83.62,75,100,8.08,ID,1701542314
508,muzaffarabad,34.37,73.4711,55.76,44,100,4.92,PK,1701542315
509,itacare,-14.2775,-38.9967,82.15,61,1,10.69,BR,1701542316
510,seybaplaya,19.65,-90.6667,89.06,49,37,5.5,MX,1701542317
511,pasuquin,18.3328,120.6177,78.75,83,40,3.44,PH,1701542318
512,the pas,53.8251,-101.2541,17.62,93,0,12.66,CA,1701542319
513,new plymouth,-39.0667,174.0833,61.81,89,100,16.98,NZ,1701542320
514,beeskow,52.1667,14.25,28.02,91,100,6.91,DE,1701542321
515,santa cruz del sur,20.7147,-77.9956,83.59,63,19,6.44,CU,1701542322
516,shubarshi,48.5872,57.1869,46.94,95,100,20.49,KZ,1701542323
517,kuta,-8.7233,115.1723,78.75,94,40,3.44,ID,1701542323
518,zhaotong,27.3167,103.7167,38.37,96,100,4.92,CN,1701542324
519,manismata,-2.4667,111.0333,73.85,96,59,1.74,ID,1701542326
520,gonaives,19.45,-72.6833,90.05,42,59,1.95,HT,1701542327
521,waingapu,-9.6567,120.2641,79.86,84,100,3.94,ID,1701542328
522,coyhaique,-45.5752,-72.0662,49.95,46,75,11.5,CL,1701542230
523,soio,-6.1349,12.3689,79.99,76,10,6.49,AO,1701542330
524,lisakovsk,52.5369,62.4936,32.76,77,44,21.65,KZ,1701542331
525,lodja,-3.4833,23.4333,69.66,98,100,0.89,CD,1701542331
526,alice springs,-23.7,133.8833,67.55,73,4,5.75,AU,1701542332
527,neiafu,-18.65,-173.9833,81.28,83,40,5.75,TO,1701542333
528,dakhla,23.6848,-15.958,69.82,88,0,10.36,EH,1701542334
529,korla,41.7597,86.1469,31.82,45,8,2.33,CN,1701542335
530,vila franca do campo,37.7167,-25.4333,62.89,99,100,8.21,PT,1701542335
531,gulf shores,30.246,-87.7008,69.13,99,75,12.66,US,1701542145
532,sao joao da barra,-21.6403,-41.0511,86.09,87,1,13.51,BR,1701542337
533,santa vitoria,-18.8386,-50.1214,86.77,49,82,8.81,BR,1701542338
534,port angeles,48.1181,-123.4307,49.69,64,0,12.66,US,1701542339
535,north bend,43.4065,-124.2243,56.26,94,100,12.66,US,1701542339
536,khanty-mansiysk,61.0042,69.0019,3.31,78,100,4.47,RU,1701542340
537,lata,40.1629,-8.3327,48.07,85,0,0.89,PT,1701542341
538,geraldton,-28.7667,114.6,70.21,73,100,12.66,AU,1701542342
539,guerrero negro,27.9769,-114.0611,68.22,46,0,4.38,MX,1701542343
540,woolgoolga,-30.1106,153.2007,66.07,87,4,5.26,AU,1701542344
541,puerto carreno,6.189,-67.4859,93.18,49,20,10.36,CO,1701542345
542,salalah,17.0151,54.0924,78.89,61,0,2.3,OM,1701542346
543,yorkton,51.2167,-102.4677,24.64,86,75,12.66,CA,1701542347
544,sijunjung,-0.6876,100.9537,73.0,99,100,1.66,ID,1701542348
545,kunduz,36.75,68.75,57.43,50,100,3.11,AF,1701542349
546,medina,24.4686,39.6142,81.03,17,0,6.91,SA,1701542350
547,mount gambier,-37.8333,140.7667,47.34,95,8,2.53,AU,1701542342
548,papao,-17.75,-149.55,85.68,82,33,22.77,PF,1701542352
549,gebeit,21.0667,36.3167,71.42,76,0,7.87,SD,1701542353
550,westport,41.1415,-73.3579,58.48,85,100,5.01,US,1701542259
551,mogadishu,2.0371,45.3438,81.48,75,100,17.74,SO,1701542354
552,new norfolk,-42.7826,147.0587,56.7,93,100,1.79,AU,1701542355
553,ghatal,22.6667,87.7167,72.28,53,100,6.51,IN,1701542356
554,igrim,63.1906,64.4162,5.09,95,100,7.63,RU,1701542357
555,nema,57.5067,50.5011,15.08,94,93,7.87,RU,1701542358
